Tweet ID,Tweet URL,Tweet Type,URL
1420727734305660935,https://twitter.com/rsalame7926/status/1420727734305660935,Tweet,https://www.twitch.tv/AlamedaTrabucco
1387807897195749376,https://twitter.com/rsalame7926/status/1387807897195749376,Tweet,https://www.bbc.co.uk/news/world-europe-56925999
1386956365596270594,https://twitter.com/rsalame7926/status/1386956365596270594,Reply,https://www.coingecko.com/en/exchanges/derivatives
1369595684714778625,https://twitter.com/rsalame7926/status/1369595684714778625,Reply,https://ftx.com/trade/FTT-PERP
1346098486995869699,https://twitter.com/rsalame7926/status/1346098486995869699,Reply,https://etherscan.io/address/0x1E65141A6ea081F382B737141137f18E058a9D7e#tokentxns
1314377419193643009,https://twitter.com/rsalame7926/status/1314377419193643009,Tweet,https://99bitcoins.com/buy-bitcoin/large-amounts-otc-broker/
1298781680069574656,https://twitter.com/rsalame7926/status/1298781680069574656,Reply,https://ftx.com/trade/BSV-PERP
1296425987610116105,https://twitter.com/rsalame7926/status/1296425987610116105,Tweet,https://www.theblockcrypto.com/linked/75408/robinhood-former-crypto-head-joins-ftx-us-coo
1290571081024184320,https://twitter.com/rsalame7926/status/1290571081024184320,Reply,https://projectserum.com/?lng=ru
1290571081024184320,https://twitter.com/rsalame7926/status/1290571081024184320,Reply,https://t.me/ProjectSerum_Rus
1285718317429399561,https://twitter.com/rsalame7926/status/1285718317429399561,Tweet,https://wallet.tether.to/transparency
1279098499074715649,https://twitter.com/rsalame7926/status/1279098499074715649,Tweet,https://nomics.com/guides/cryptocurrency-otc-desks
1270601788450762753,https://twitter.com/rsalame7926/status/1270601788450762753,Tweet,http://tradair.com
1263706328662343680,https://twitter.com/rsalame7926/status/1263706328662343680,Tweet,https://messari.io/article/on-real-crypto-trading-volumes
925348972448841728,https://twitter.com/rsalame7926/status/925348972448841728,Quote,https://twitter.com/JohnCMohl/status/924728295844872193
917818598076411904,https://twitter.com/rsalame7926/status/917818598076411904,Quote,https://twitter.com/GeorgetownMSF/status/917380422606229505
915999946377228288,https://twitter.com/rsalame7926/status/915999946377228288,Quote,https://twitter.com/coindesk/status/915992680743792640
915987144472219648,https://twitter.com/rsalame7926/status/915987144472219648,Tweet,https://www.centre.io/
